Target,Marital status,Application mode,Application order,Course,Daytime/evening attendance	=0,Daytime/evening attendance	=1,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced=0,Displaced=1,Educational special needs=0,Educational special needs=1,Debtor=0,Debtor=1,Tuition fees up to date=0,Tuition fees up to date=1,Gender=0,Gender=1,Scholarship holder=0,Scholarship holder=1,Age at enrollment,International=0,International=1,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
Graduate,-0.295,-0.095,0.968,0.31180,0,1,-0.350,0.8635,-0.126,-1.190,0.960,-0.074,-0.080,-0.0330,0,1,1,0,1,0,0,1,1,0,0,1,-0.430,1,0,-0.301,0.697,-0.072,0.741,0.587705,-0.199,-0.282,0.805,-0.016,0.851,0.625106,-0.199,-0.288,0.124,0.7658
Graduate,-0.295,-1.011,-0.554,0.19258,0,1,-0.350,-0.0465,-0.126,-0.036,1.025,-0.074,-0.160,-0.4750,1,0,1,0,1,0,0,1,1,0,0,1,-0.430,1,0,-0.301,-0.109,-0.550,0.418,0.349468,-0.199,-0.282,-0.106,-0.269,0.519,0.307689,-0.199,0.876,-1.105,0.3472
Dropout,-0.295,-1.011,-0.554,0.39420,0,1,-0.350,0.7118,-0.126,1.182,-0.213,-0.150,-0.041,0.0982,1,0,1,0,1,0,0,1,1,0,1,0,-0.035,1,0,-0.301,-0.109,0.646,0.418,0.254831,-0.199,-0.282,-0.106,0.237,0.187,0.49962,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,-1.011,0.207,0.31180,0,1,-0.350,0.2568,-0.126,-0.036,-0.213,-0.074,-0.080,0.8993,0,1,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,-0.301,0.294,-0.311,0.418,0.686716,-0.199,-0.282,0.350,-0.269,0.519,0.717141,-0.199,-1.489,0.992,0.1401
Dropout,-0.295,1.163,-0.554,0.19258,0,1,0.433,0.0369,-0.126,0.925,0.764,-0.415,-0.437,-1.1725,0,1,1,0,1,0,1,0,1,0,1,0,0.624,1,0,-0.301,-0.512,0.407,-1.521,-2.1971,-0.199,-0.282,-0.561,0.491,-1.472,-1.96349,-0.199,-1.489,0.992,0.1401
Graduate,-0.295,-1.011,-0.554,0.39420,0,1,-0.350,-0.8048,-0.126,-1.190,-0.213,-0.301,-0.239,-0.7029,0,1,1,0,1,0,0,1,1,0,1,0,-0.299,1,0,-0.301,-0.512,-0.072,-0.228,0.177402,-0.199,-0.282,-0.561,-0.776,0.187,0.493222,-0.199,-1.489,0.992,0.1401
Dropout,-0.295,-1.011,0.207,0.33895,0,1,-0.350,0.0369,-0.126,-0.036,-0.213,-0.074,-0.080,-1.5523,0,1,1,0,1,0,0,1,1,0,1,0,-0.299,1,0,-0.301,-1.722,-1.507,-0.875,0.383881,-0.199,-0.282,0.350,-2.043,-1.472,-1.96349,-0.199,0.313,-0.527,0.7878
Dropout,-0.295,-0.667,-0.554,0.31180,0,1,-0.154,0.5602,-0.126,0.925,0.764,-0.415,-0.437,0.8993,1,0,1,0,1,0,0,1,1,0,1,0,0.624,1,0,-0.301,0.294,-1.986,-1.521,-2.1971,-0.199,-0.282,0.805,-2.043,-1.472,-1.96349,-0.199,-1.489,0.992,0.1401
Graduate,-0.295,-1.011,-0.554,0.31180,0,1,-0.350,-1.1840,-0.126,-1.062,-1.387,-0.301,-0.318,-0.9515,1,0,0,1,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,0.294,0.407,0.418,0.276512,-0.199,-0.282,0.805,0.744,0.851,0.574792,-0.199,1.740,-0.671,-0.4062
Enrolled,-0.295,-0.095,-0.554,0.18483,0,1,-0.350,-0.3498,-0.126,1.182,-0.213,6.816,6.491,-0.5786,0,1,1,0,1,0,0,1,1,0,0,1,-0.299,1,0,-0.301,-0.109,-0.072,0.095,0.528416,-0.199,-0.282,-0.106,-0.269,0.187,0.301291,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-1.011,-0.554,0.31180,0,1,-0.350,0.2568,-0.126,-1.190,-1.387,-0.264,-0.278,-0.2195,1,0,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,0.294,0.407,0.418,0.201,-0.199,-0.282,0.805,-0.016,1.182,0.730736,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-0.038,3.252,0.31180,0,1,-0.350,0.6360,-0.126,-1.190,-0.213,-0.377,-0.397,-0.0192,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,0.697,-0.072,0.741,0.758492,-0.199,-0.282,0.805,-0.016,0.851,0.78386,-0.199,0.426,1.788,-0.7499
Dropout,-0.295,-1.011,0.968,0.31180,0,1,-0.350,-0.1982,-0.126,-1.062,-1.387,-0.339,-0.239,0.4711,1,0,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,0.294,-1.986,-1.521,-2.1971,-0.199,-0.282,0.805,-2.043,-1.472,-1.96349,-0.199,-1.489,0.992,0.1401
Enrolled,-0.295,1.449,-0.554,0.11067,0,1,3.370,0.5602,-0.126,1.182,1.025,-0.074,-0.160,0.8993,1,0,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,0.547,-0.109,0.168,0.418,0.418294,-0.199,0.239,-0.106,0.997,-0.808,0.531608,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-1.011,0.968,0.31180,0,1,-0.350,-2.3215,-0.126,-1.190,-0.213,-0.074,-0.239,-1.8216,0,1,1,0,1,0,0,1,1,0,0,1,-0.430,1,0,-0.301,0.294,0.168,0.418,0.438942,-0.199,-0.282,0.805,0.491,0.851,0.364354,-0.199,0.313,-0.527,0.7878
Graduate,-0.295,-0.095,-0.554,0.48289,0,1,-0.350,-0.5015,-0.126,-1.190,0.960,-0.150,-0.080,0.3951,1,0,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.109,-0.311,0.418,0.418294,-0.199,-0.282,-0.106,-0.269,0.187,0.378064,-0.199,-0.288,0.124,0.7658
Dropout,-0.295,1.392,0.207,0.39420,0,1,-0.350,-0.5773,-0.126,1.182,-0.213,-0.264,-0.318,-1.4073,0,1,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,1.394,-0.109,-0.311,0.418,0.177402,-0.199,-0.282,-0.106,0.491,-0.145,0.0654911,-0.199,-0.288,0.124,0.7658
Dropout,-0.295,1.163,-0.554,0.39420,0,1,-0.350,-0.9565,-0.126,-1.190,-0.213,-0.226,-0.278,0.9269,1,0,1,0,1,0,0,1,1,0,1,0,1.019,1,0,0.547,-0.109,1.125,0.095,0.156754,-0.199,-0.282,-0.106,1.504,-0.145,0.291695,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-0.095,0.968,0.31180,0,1,-0.350,-0.0465,-0.126,1.118,0.960,-0.074,-0.160,0.0913,0,1,1,0,1,0,0,1,1,0,0,1,-0.562,1,0,-0.301,0.294,-0.072,0.741,0.839424,-0.199,-0.282,0.805,-0.016,1.182,0.815185,-0.199,1.477,1.137,-1.7897
Graduate,-0.295,-1.011,0.968,0.31180,0,1,-0.350,-0.3498,-0.126,1.182,1.025,-0.226,-0.239,-0.5786,0,1,1,0,1,0,0,1,1,0,0,1,-0.562,1,0,-0.301,0.294,0.168,0.418,0.242295,-0.199,-0.282,0.805,-0.016,0.851,0.635799,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-1.011,-0.554,0.10340,0,1,-0.350,-1.3357,-0.126,-0.036,-1.387,-0.301,-0.120,-0.2471,1,0,1,0,1,0,0,1,1,0,1,0,-0.035,1,0,0.123,-0.109,-0.072,0.418,0.48712,1.248,-0.282,-0.106,-0.016,0.519,0.315686,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-1.011,-0.554,0.39420,0,1,-0.350,-0.5773,-0.126,1.118,0.960,-0.226,-0.239,-0.2057,1,0,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.109,-0.311,0.418,0.87058,-0.199,-0.282,-0.106,-0.523,0.519,0.595585,-0.199,0.313,-0.527,0.7878
Graduate,-0.295,-1.011,3.252,0.31180,0,1,-0.350,0.3327,-0.126,-1.190,-1.256,-0.301,-0.358,-0.3921,0,1,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,-0.301,0.294,-0.311,0.418,0.404529,-0.199,-0.282,0.350,-0.269,0.519,0.454836,-0.199,-1.489,0.992,0.1401
Enrolled,-0.295,-1.011,-0.554,0.11067,0,1,-0.350,-2.3973,-0.126,1.118,0.960,-0.074,-0.278,-1.7940,0,1,1,0,0,1,0,1,1,0,1,0,-0.167,1,0,-0.301,-0.109,0.168,0.095,0.555946,-0.199,-0.282,-0.106,2.264,-0.145,0.224519,-0.199,0.313,-0.527,0.7878
Enrolled,-0.295,-1.011,-0.554,0.48289,0,1,-0.350,-0.5015,-0.126,-1.062,-1.387,-0.339,-0.239,-0.6960,0,1,0,1,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,0.294,0.407,0.418,0.00533646,-0.199,-0.282,0.350,0.997,0.519,0.49962,-0.199,0.876,-1.105,0.3472
Dropout,-0.295,-0.667,0.968,0.13248,0,1,-0.154,-0.1982,-0.126,-0.036,0.960,2.992,-0.239,0.2087,1,0,1,0,0,1,1,0,1,0,1,0,0.492,1,0,0.123,-0.512,-0.550,-0.875,0.177402,-0.199,-0.282,-0.561,-0.776,-1.140,0.147747,-0.199,0.426,1.788,-0.7499
Dropout,-0.295,1.163,-0.554,0.33895,0,1,1.412,-2.4732,-0.126,1.118,1.025,-0.074,-0.080,-0.4819,1,0,1,0,1,0,0,1,1,0,1,0,0.756,1,0,-0.301,0.294,0.168,-1.198,-0.132316,-0.199,-0.282,0.350,-2.043,-1.472,-1.96349,-0.199,0.426,1.788,-0.7499
Graduate,-0.295,-0.095,-0.554,0.19258,0,1,-0.350,-0.8048,-0.126,-1.190,-0.213,-0.264,-0.318,0.2363,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,0.407,0.095,0.239346,-0.199,-0.282,-0.106,0.491,0.187,0.378064,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,-0.095,-0.554,0.10340,0,1,-0.350,-0.5015,-0.126,-0.036,1.025,-0.074,-0.160,-0.5717,1,0,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,-0.311,0.095,0.239346,-0.199,-0.282,-0.106,-0.523,0.519,0.467631,-0.199,1.740,-0.671,-0.4062
Graduate,-0.295,-0.095,-0.554,0.31180,0,1,-0.350,-0.3498,-0.126,1.182,1.025,-0.150,-0.160,0.3123,1,0,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,0.697,-0.072,1.064,0.439888,-0.199,-0.282,0.805,-0.016,1.182,0.487704,-0.199,-0.813,-1.467,-1.3755
Enrolled,-0.295,-0.095,0.968,0.11067,0,1,-0.350,0.1052,-0.126,1.118,1.025,-0.074,-0.080,-0.4543,0,1,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,-0.301,-0.512,1.125,-0.552,0.142989,2.696,-0.282,-0.561,-0.016,0.187,0.454836,-0.199,-0.813,-1.467,-1.3755
Graduate,-0.295,-0.095,0.207,0.19258,0,1,-0.350,-0.3498,-0.126,1.182,1.025,-0.074,-0.080,0.1465,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,-0.550,0.418,0.418294,-0.199,-0.282,-0.106,-0.269,0.187,0.838697,-0.199,-0.175,-0.454,0.8891
Enrolled,-0.295,-1.011,-0.554,0.10340,0,1,-0.350,-0.5773,-0.126,-1.190,-1.387,-0.264,-0.278,0.3468,1,0,1,0,1,0,1,0,1,0,1,0,-0.694,1,0,0.123,-0.109,0.407,0.095,0.321937,1.248,-0.282,-0.106,0.744,-0.145,0.115759,-0.199,0.876,-1.105,0.3472
Dropout,-0.295,-0.667,0.207,0.11067,0,1,-0.154,-0.1982,-0.126,-1.062,-1.256,-0.377,-0.397,0.2087,1,0,1,0,1,0,1,0,1,0,1,0,0.624,1,0,-0.301,-0.512,0.168,-1.198,0.280641,1.248,-0.282,-1.017,0.491,-1.472,-1.96349,5.108,-0.288,0.124,0.7658
Graduate,-0.295,-1.011,0.207,0.31180,0,1,-0.350,0.1810,-0.126,1.118,-1.387,-0.150,-0.160,0.4021,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,0.697,0.886,0.741,0.223122,-0.199,-0.282,0.805,0.997,0.851,0.286211,-0.199,0.426,1.788,-0.7499
Enrolled,-0.295,1.163,-0.554,0.31180,0,1,1.412,0.0369,-0.126,1.118,1.025,5.301,5.937,1.1548,1,0,1,0,1,0,0,1,1,0,1,0,0.492,1,0,-0.301,0.294,0.886,-0.228,0.693599,-0.199,-0.282,0.350,1.504,-0.476,0.440441,-0.199,0.313,-0.527,0.7878
Enrolled,-0.295,1.163,-0.554,-4.27640,0,1,-0.350,0.5602,-0.126,-1.062,-1.387,-0.339,-0.278,1.7832,1,0,1,0,1,0,0,1,1,0,1,0,0.360,1,0,-0.301,0.294,0.168,0.741,0.848458,-0.199,-0.282,0.350,0.997,0.187,0.685152,3.781,1.740,-0.671,-0.4062
Graduate,-0.295,-1.011,0.207,0.44412,0,1,-0.350,0.4085,-0.126,-0.036,-1.387,-0.074,-0.318,0.4504,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,-0.550,0.418,0.418294,-0.199,-0.282,-0.106,-0.523,0.519,0.659562,-0.199,0.426,1.788,-0.7499
Dropout,-0.295,-1.011,-0.554,0.13248,0,1,-0.350,1.3185,-0.126,-0.933,-1.126,-0.339,-0.358,1.3274,1,0,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.512,0.886,-0.228,0.48712,2.696,-0.282,-0.561,-0.523,0.187,0.723539,-0.199,-0.813,-1.467,-1.3755
Dropout,-0.295,-1.011,0.207,0.14072,0,1,-0.350,-0.5773,-0.126,-1.190,-0.213,-0.264,-0.199,-0.8134,1,0,0,1,1,0,0,1,1,0,1,0,-0.299,1,0,-0.301,-0.512,-0.550,-1.521,-2.1971,-0.199,-0.282,-0.561,-0.776,-1.472,-1.96349,-0.199,1.477,1.137,-1.7897
Enrolled,-0.295,-1.011,0.207,0.10340,0,1,-0.350,-0.8807,-0.126,-0.997,-1.387,-0.339,-0.318,-0.4336,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,-0.072,-0.228,0.022543,-0.199,-0.282,-0.106,0.237,-1.472,-1.96349,-0.199,-0.813,-1.467,-1.3755
Dropout,1.356,1.163,-0.554,-0.40839,1,0,-0.350,-0.9565,-0.126,0.925,0.764,3.333,3.482,-1.7388,1,0,1,0,1,0,1,0,1,0,1,0,1.151,1,0,-0.301,-0.512,-0.790,-1.521,-2.1971,-0.199,-0.282,-0.561,0.491,-1.472,-1.96349,-0.199,-0.288,0.124,0.7658
Graduate,-0.295,1.163,0.207,0.39420,0,1,-0.350,0.5602,-0.126,0.925,0.764,-0.415,-0.437,-1.8631,1,0,1,0,1,0,0,1,1,0,1,0,0.624,1,0,-0.301,-0.512,-0.550,-0.228,0.383881,-0.199,-0.282,-0.561,-0.269,-0.145,0.291695,-0.199,-1.489,0.992,0.1401
Dropout,-0.295,1.163,-0.554,0.54977,1,0,-0.350,-2.4732,-0.126,1.118,-0.213,-0.074,-0.358,-0.3507,1,0,1,0,1,0,1,0,1,0,1,0,2.206,1,0,-0.301,-0.916,-1.029,-1.521,-2.1971,-0.199,-0.282,-0.561,-2.043,-1.472,-1.96349,-0.199,0.426,1.788,-0.7499
Dropout,1.356,-0.038,0.207,-0.40839,1,0,-0.350,0.5602,-0.126,1.118,0.960,-0.074,-0.041,-0.4543,1,0,1,0,0,1,1,0,1,0,1,0,2.074,1,0,-0.301,-0.512,-0.790,-1.521,-2.1971,-0.199,-0.282,-1.017,-1.029,-1.472,-1.96349,-0.199,-0.813,-1.467,-1.3755
Dropout,1.356,-0.038,0.207,0.18483,0,1,-0.350,0.5602,-0.126,1.118,0.960,-0.074,-0.041,-0.4543,1,0,1,0,0,1,1,0,1,0,1,0,2.074,1,0,-0.301,-0.109,-1.986,-1.521,-2.1971,-0.199,-0.282,-0.106,-2.043,-1.472,-1.96349,-0.199,-0.813,-1.467,-1.3755
Graduate,1.356,1.163,-0.554,0.07093,0,1,-0.350,-0.9565,-0.126,1.118,-0.213,-0.074,-0.278,1.5070,1,0,1,0,1,0,0,1,1,0,1,0,3.524,1,0,-0.301,-0.109,-0.311,0.418,0.383881,-0.199,-0.282,-0.106,1.757,0.187,0.41645,-0.199,-1.001,0.124,1.5456
Dropout,-0.295,-0.095,0.207,0.48289,0,1,-0.350,0.4085,-0.126,-1.190,-1.387,-0.074,-0.278,-0.2747,0,1,1,0,1,0,0,1,1,0,1,0,-0.035,1,0,-0.301,-0.109,0.407,0.095,0.445824,-0.199,-0.282,-0.106,0.237,-0.476,0.275701,-0.199,-0.288,0.124,0.7658
Dropout,4.658,1.163,-0.554,-0.40839,1,0,1.412,0.0369,-0.126,0.925,0.764,-0.415,-0.437,-1.8631,1,0,1,0,1,0,0,1,1,0,1,0,3.260,1,0,-0.301,-0.109,0.646,-1.198,-0.132316,-0.199,-0.282,-0.106,0.744,-1.140,0.147747,-0.199,-0.813,-1.467,-1.3755
Dropout,-0.295,-0.095,0.207,0.48289,0,1,-0.350,-1.1082,-0.126,1.118,0.960,-0.074,-0.080,-1.0275,0,1,1,0,1,0,0,1,1,0,1,0,-0.035,1,0,-0.301,-0.109,0.646,-0.228,0.125782,-0.199,-0.282,-0.106,0.491,0.187,-0.0057974,-0.199,-1.489,0.992,0.1401
Graduate,-0.295,-1.011,3.252,0.31180,0,1,-0.350,0.1810,-0.126,1.118,-1.387,-0.226,-0.239,-0.0123,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,0.697,-0.072,0.741,0.406593,-0.199,-0.282,0.805,-0.016,0.851,0.456755,-0.199,-0.288,0.124,0.7658
Graduate,-0.295,-0.095,-0.554,0.13248,0,1,-0.350,-0.1982,-0.126,-1.062,-0.213,-0.339,-0.080,-0.7650,1,0,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.512,1.364,-0.875,0.280641,2.696,-0.282,-0.561,-0.523,0.187,0.454836,-0.199,-0.813,-1.467,-1.3755
Graduate,-0.295,-0.210,-0.554,0.18483,0,1,-0.350,1.3185,3.490,-1.062,0.960,-0.339,-0.120,0.3813,0,1,1,0,1,0,1,0,1,0,1,0,-0.430,0,1,-0.301,-0.109,0.168,0.095,0.48712,-0.199,-0.282,-0.106,-0.269,0.519,0.627573,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-0.038,0.968,0.11067,0,1,-0.350,1.2427,14.627,-1.190,-1.387,-0.074,-0.080,0.3606,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,0,1,-0.301,-0.512,0.168,-0.228,0.280641,-0.199,-0.282,-0.561,-0.016,0.187,0.531608,-0.199,-0.288,0.124,0.7658
Dropout,-0.295,-1.011,-0.554,0.33895,0,1,-0.350,3.5935,14.627,-0.933,-1.256,-0.377,-0.397,3.9033,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,0,1,-0.301,0.294,-0.072,-0.228,0.280641,-0.199,-0.282,0.805,-0.016,-1.472,-1.96349,-0.199,1.740,-0.671,-0.4062
Dropout,-0.295,1.392,-0.554,0.12715,0,1,-0.350,0.0369,-0.126,-1.190,-1.387,-0.074,-0.318,0.6230,1,0,1,0,1,0,0,1,0,1,1,0,1.019,1,0,-0.301,-0.512,0.886,-1.198,0.280641,-0.199,-0.282,-0.561,0.237,-1.140,0.147747,5.108,1.740,-0.671,-0.4062
Enrolled,-0.295,1.163,-0.554,0.12715,0,1,1.412,0.0369,-0.126,-0.036,-0.213,-0.226,-0.318,-1.8009,0,1,1,0,1,0,0,1,0,1,1,0,0.097,1,0,-0.301,-0.512,0.168,-1.198,0.280641,-0.199,-0.282,-0.561,-0.523,-0.476,0.0517818,-0.199,-0.288,0.124,0.7658
Graduate,-0.295,1.163,-0.554,-4.20952,0,1,-0.350,0.9393,-0.126,-1.062,-1.387,-0.339,-0.041,-0.8617,0,1,1,0,1,0,0,1,0,1,1,0,0.097,1,0,-0.301,-2.529,-1.986,-1.521,-2.1971,-0.199,-0.282,-2.838,-2.043,-1.472,-1.96349,-0.199,-0.813,-1.467,-1.3755
Dropout,-0.295,1.163,-0.554,0.14072,0,1,-0.350,-1.7148,-0.126,1.118,0.960,-0.074,-0.080,-1.1518,1,0,1,0,0,1,1,0,0,1,1,0,0.360,1,0,-0.301,-0.512,-0.790,-1.521,-2.1971,-0.199,-0.282,-0.561,0.237,-1.472,-1.96349,-0.199,-0.288,0.124,0.7658
Dropout,-0.295,-1.011,-0.554,0.13248,0,1,-0.350,1.6218,-0.126,-1.062,-1.256,-0.339,-0.358,0.7059,0,1,1,0,0,1,0,1,0,1,1,0,-0.694,1,0,-0.301,-0.109,0.646,0.095,0.616169,-0.199,-0.282,-0.106,0.237,-0.145,0.291695,-0.199,1.740,-0.671,-0.4062
Enrolled,-0.295,-0.095,-0.554,0.14072,0,1,-0.350,-0.5015,-0.126,1.118,0.960,-0.264,-0.160,-0.6960,1,0,1,0,1,0,0,1,0,1,0,1,-0.562,1,0,-0.301,-0.512,0.886,-0.552,0.211815,-0.199,-0.282,-0.561,0.491,-0.476,0.275701,-0.199,0.426,1.788,-0.7499
Dropout,-0.295,-0.095,-0.554,0.39420,0,1,-0.350,0.0293,-0.126,-0.036,0.960,-0.074,-0.120,-0.3576,0,1,1,0,1,0,0,1,0,1,1,0,-0.167,1,0,-0.301,-0.109,-1.986,-1.521,-2.1971,-0.199,-0.282,-0.106,-2.043,-1.472,-1.96349,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-1.011,0.207,0.31180,0,1,-0.350,0.9393,-0.126,-0.997,-1.322,-0.339,-0.318,0.0222,0,1,1,0,1,0,0,1,0,1,1,0,-0.694,1,0,-0.301,0.697,-0.072,0.741,0.216633,-0.199,-0.282,0.805,-0.016,0.851,0.280179,-0.199,-0.288,0.124,0.7658
Dropout,-0.295,1.449,-0.554,0.10340,0,1,3.370,-0.9565,-0.126,-1.190,-0.213,-0.264,-0.160,-0.4819,1,0,1,0,0,1,1,0,0,1,1,0,-0.430,1,0,-0.301,-0.109,0.646,-1.521,-2.1971,8.486,-0.282,-0.106,0.997,-1.472,-1.96349,15.722,1.740,-0.671,-0.4062
Graduate,-0.295,1.449,-0.554,-4.20952,0,1,3.370,1.3185,-0.126,-0.997,-1.191,-0.339,-0.358,1.5899,1,0,1,0,1,0,0,1,0,1,1,0,0.229,1,0,-0.301,-2.529,-1.986,-1.521,-2.1971,-0.199,-0.282,-2.838,-2.043,-1.472,-1.96349,-0.199,1.477,1.137,-1.7897
Graduate,-0.295,1.392,-0.554,0.54977,1,0,-0.350,1.3185,-0.126,-1.062,-1.256,-0.264,-0.278,-1.8631,0,1,1,0,1,0,0,1,0,1,1,0,0.097,1,0,-0.301,-0.512,0.407,-0.228,0.177402,-0.199,-0.282,-0.561,0.744,0.187,0.202584,-0.199,0.876,-1.105,0.3472
Dropout,-0.295,1.163,-0.554,0.12715,0,1,-0.350,1.3185,-0.126,-1.062,-1.256,-0.264,-0.278,1.5899,0,1,1,0,1,0,0,1,0,1,1,0,0.492,1,0,-0.301,-0.512,0.407,-1.198,0.693599,-0.199,-0.282,-0.561,-2.043,-1.472,-1.96349,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-0.095,-0.554,0.19258,0,1,-0.350,-0.4257,-0.126,-1.062,-0.213,-0.264,-0.278,-0.6960,1,0,1,0,1,0,0,1,0,1,1,0,-0.299,1,0,-0.301,-0.109,-0.311,0.095,0.0741627,-0.199,-0.282,-0.106,-0.269,0.187,0.41645,-0.199,1.477,1.137,-1.7897
Graduate,-0.295,1.449,-0.554,0.07093,0,1,3.370,0.5602,-0.126,-0.036,1.025,-0.301,-0.080,0.8993,0,1,1,0,1,0,0,1,0,1,1,0,-0.299,1,0,-0.301,-0.109,-0.311,0.418,0.457623,-0.199,-0.282,-0.106,-0.523,0.519,0.563596,-0.199,0.313,-0.527,0.7878
Dropout,-0.295,-0.038,0.968,0.44412,0,1,-0.350,-0.3498,-0.126,-0.036,-1.387,-0.074,-0.080,-0.3369,0,1,1,0,1,0,0,1,0,1,1,0,-0.562,1,0,-0.301,-0.109,0.168,-0.228,0.383881,-0.199,-0.282,-0.106,-0.523,0.519,0.211724,-0.199,-0.288,0.124,0.7658
Graduate,-0.295,1.163,-0.554,0.31180,0,1,-0.350,-0.4257,-0.126,-0.036,-0.213,-0.226,-0.239,2.2805,1,0,1,0,1,0,0,1,0,1,1,0,0.624,1,0,-0.301,0.294,-0.311,0.741,0.802737,-0.199,-0.282,0.805,0.744,1.182,0.918959,-0.199,1.740,-0.671,-0.4062
Enrolled,-0.295,-1.011,-0.554,0.14072,0,1,-0.350,-1.1840,-0.126,-0.036,-0.213,-0.226,-0.160,-0.5924,1,0,1,0,1,0,0,1,0,1,1,0,-0.430,1,0,-0.301,-0.512,-0.072,0.095,-0.132316,-0.199,-0.282,-0.561,0.491,-0.808,0.339678,-0.199,-1.489,0.992,0.1401
Graduate,-0.295,1.449,-0.554,0.07093,0,1,3.370,1.3185,-0.126,-1.190,-0.213,-0.264,-0.041,1.5899,1,0,1,0,1,0,0,1,0,1,0,1,-0.299,1,0,-0.301,-0.109,-0.072,0.418,0.48712,-0.199,-0.282,-0.106,0.491,0.519,0.459634,-0.199,1.477,1.137,-1.7897
Graduate,-0.295,-1.011,-0.554,0.31180,0,1,-0.350,1.6218,-0.126,-1.190,-1.387,-0.226,-0.318,1.2377,1,0,1,0,1,0,0,1,0,1,0,1,-0.694,1,0,-0.301,0.294,-0.311,0.741,1.09771,-0.199,-0.282,0.805,0.237,1.182,0.951723,-0.199,1.740,-0.671,-0.4062
Enrolled,-0.295,-0.095,0.207,0.12715,0,1,-0.350,-0.4257,-0.126,-0.036,-1.387,-0.074,-0.041,-0.4059,0,1,1,0,1,0,0,1,0,1,0,1,-0.694,1,0,-0.301,-0.512,-0.550,0.095,0.528416,-0.199,-0.282,-0.561,-0.016,0.187,0.454836,-0.199,-1.001,0.124,1.5456
Enrolled,-0.295,-1.011,0.207,0.14072,0,1,-0.350,0.0293,-0.126,-0.036,-1.387,-0.226,-0.041,-0.3576,1,0,1,0,1,0,0,1,0,1,1,0,-0.430,1,0,-0.301,-0.512,0.168,-0.228,-0.0910202,-0.199,-0.282,-0.561,-0.523,-0.476,0.147747,-0.199,1.477,1.137,-1.7897
Enrolled,-0.295,1.163,-0.554,0.12715,0,1,3.468,-0.9565,-0.126,-1.190,-1.387,-0.226,-0.041,1.3689,1,0,1,0,1,0,0,1,0,1,1,0,0.229,1,0,0.547,-0.512,-0.550,0.095,0.734894,-0.199,0.239,-0.561,-0.776,-0.808,0.627573,-0.199,1.740,-0.671,-0.4062
Enrolled,-0.295,-1.011,-0.554,0.39420,0,1,-0.350,0.0369,-0.126,1.182,-0.213,-0.226,-0.199,0.7612,1,0,1,0,0,1,0,1,0,1,1,0,-0.167,1,0,-0.301,-0.109,-0.072,0.418,0.40969,-0.199,-0.282,-0.106,0.744,-0.808,0.819504,-0.199,-0.175,-0.454,0.8891
